"Unit_No","Obs_No","SAMPLE_NO","collected_date","Chem_Code","Chem_Name","Chem_Value","Chem_Unit_Code"
"6044-9","DLH009",586232,"04/09/2002","Fe","Iron: Iron Total (water analysis)",0.03,"mg/L"
"6044-9","DLH009",586232,"37503","HARD","Total Hardness as CaCO3",205.5,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","HCO3","Bicarbonate",251,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","ION","Ion Balance",-4.35,"%"
"6044-9","DLH009",586232,"04/09/2002","K","Potassium",14.9,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","LGI","Langelier Index",0.05,"INDEX"
"6044-9","DLH009",586232,"04/09/2002","Mg","Magnesium",10,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","Na","Sodium",609,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","NOX(N)","Nitrite and nitrate as N",0.005,"mg/L"
"6044-9","DLH009",586232,"37503","NOX(NO3)","Nitrite and Nitrate as NO3",0.02,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","pH","Acidity/Alkalinity",7.5,"pH"
"6044-9","DLH009",586232,"04/09/2002","SAR","Sodium Adsorption Ratio",18.5,"RATIO"
"6044-9","DLH009",586232,"04/09/2002","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",22,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","SO4","Sulphate",317,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","TDS_CALC","Total Dissolved Solids - Calculated",1980,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","TDS_EC","Total Dissolved Solids - Based on EC",1700,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","ALK","Alkanity as CaCO3",215.3,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","Br","Bromide",1.6,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","Ca","Calcium",64,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","Cl","Chloride",823,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","F","Fluoride",0.33,"mg/L"
"6044-9","DLH009",1042568,"04/30/2006","K","Potassium",19,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","Mg","Magnesium",9,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","Na","Sodium",654,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","NH4(N)","Ammonium as N",0.86,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","NO3(N)","Nitrate as N",0.05,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","NOX(N)","Nitrite and nitrate as N",0.01,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","pH","Acidity/Alkalinity",7.7,"pH"
"6044-9","DLH009",1042568,"30/04/2006","S","Sulphur",110,"mg/L"
"6044-9","DLH009",1042568,"30/04/2006","SO4","Sulphate",308,"mg/L"
"6044-9","DLH009",1042588,"30/04/2006","ALK","Alkanity as CaCO3",168,"mg/L"
